Time,Cometa_Voltage_1,Cometa_Voltage_2,Cometa_Voltage_3,Cometa_Voltage_4,Cometa_Voltage_5,Cometa_Voltage_6,Cometa_Voltage_7,Cometa_Voltage_8,Cometa_Voltage_9,Cometa_Voltage_10,Cometa_Voltage_11,Cometa_Voltage_12,Cometa_Voltage_13,Cometa_Voltage_14,Cometa_Voltage_15,Cometa_Voltage_16,FP1_Force_Fx,FP1_Force_Fy,FP1_Force_Fz,FP1_Moment_Mx,FP1_Moment_My,FP1_Moment_Mz,FP1_CoP_Cx,FP1_CoP_Cy,FP1_CoP_Cz,FP1_Raw_Pin1,FP1_Raw_Pin2,FP1_Raw_Pin3,FP1_Raw_Pin4,FP1_Raw_Pin5,FP1_Raw_Pin6,FP2_Force_Fx,FP2_Force_Fy,FP2_Force_Fz,FP2_Moment_Mx,FP2_Moment_My,FP2_Moment_Mz,FP2_CoP_Cx,FP2_CoP_Cy,FP2_CoP_Cz,FP3_Force_Fx,FP3_Force_Fy,FP3_Force_Fz,FP3_Moment_Mx,FP3_Moment_My,FP3_Moment_Mz,FP3_CoP_Cx,FP3_CoP_Cy,FP3_CoP_Cz,TS00605_accel_x,TS00605_accel_y,TS00605_accel_z,TS00605_gyro_x,TS00605_gyro_y,TS00605_gyro_z,TS00605_mag_x,TS00605_mag_y,TS00605_mag_z,TS00605_GlobalAngle_x,TS00605_GlobalAngle_y,TS00605_GlobalAngle_z,TS00605_HighG_x,TS00605_HighG_y,TS00605_HighG_z,TS01962_accel_x,TS01962_accel_y,TS01962_accel_z,TS01962_gyro_x,TS01962_gyro_y,TS01962_gyro_z,TS01962_mag_x,TS01962_mag_y,TS01962_mag_z,TS01962_GlobalAngle_x,TS01962_GlobalAngle_y,TS01962_GlobalAngle_z,TS01962_HighG_x,TS01962_HighG_y,TS01962_HighG_z
4.586,-0.0228656,0.0126624,0.00666931,-0.0522781,0.0505191,0.0301102,0.0546042,0.0410239,0.0607736,0.0442801,0.0349567,0.059122,0.0609137,0.0480905,2.73455,0.0483899,0,0,0,0,0,0,0,0,0,0.0219727,0.0146484,0.00976562,0.0204468,0.0149536,0.020752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1313.25,-16403,-1054.85,123.32,-51.8301,-376.937,-2.53232e-05,3.74002e-05,-3.37555e-05,-85.2232,12.4672,-14.7354,1267.57,-8695.26,5645.8,-1837.02,10065.4,593.446,23.6107,8.30677,-67.3357,1.67881e-05,-9.1182e-05,1.5684e-05,84.9298,21.4254,9.12587,-3453.08,12266.7,18110.5
4.587,-0.023476,0.00381226,0.0387128,0.0725388,0.0465518,0.0496414,0.0399558,0.0431601,0.068403,0.0540457,0.0557086,0.0130405,0.0285651,0.0505319,-2.81385,0.0630383,0,0,0,0,0,0,0,0,0,0.0192261,0.01297,0.0123596,0.0189209,0.0141907,0.0224304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1322.33,-16553.2,-1026.97,122.934,-51.6972,-378.281,-2.46866e-05,3.73985e-05,-3.37939e-05,-85.1604,12.1129,-14.998,1164.97,-8804.95,5518.96,-1822.07,10094.2,581.336,23.5397,8.56217,-67.534,1.66481e-05,-9.12142e-05,1.56722e-05,84.9368,21.496,9.08315,-3505.87,12215,18527
4.588,0.0049054,0.0309729,0.0579388,0.115569,0.0544864,0.0771072,0.0558249,0.062081,0.0583322,0.0451956,0.0435016,0.0594272,0.0438239,0.0670114,-3.13276,0.0496106,0,0,0,0,0,0,0,0,0,0.0238037,0.0126648,0.0140381,0.0198364,0.0143433,0.0230408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1333.73,-16734.4,-988.649,122.734,-51.6658,-379.331,-2.40386e-05,3.74098e-05,-3.38394e-05,-85.0976,11.756,-15.2625,1182.02,-8835.99,5737.87,-1788.24,10114.4,564.464,23.4483,8.83242,-67.7699,1.6547e-05,-9.12196e-05,1.56822e-05,84.9435,21.5676,9.04138,-3484.73,12532.7,18674.9
4.589,0.0161969,0.0489783,0.0551923,0.141203,0.0560123,0.0716141,0.0481955,0.0654379,0.0445993,0.0500784,0.0694415,0.0579013,0.0352789,0.0648752,-3.11963,0.0593762,0,0,0,0,0,0,0,0,0,0.0219727,0.0138855,0.0134277,0.0192261,0.0146484,0.0213623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1345.13,-16915.6,-950.327,122.533,-51.6343,-380.382,-2.33907e-05,3.74212e-05,-3.38849e-05,-85.034,11.3992,-15.5267,1199.07,-8867.03,5956.77,-1754.42,10134.6,547.593,23.357,9.10267,-68.0058,1.64459e-05,-9.12251e-05,1.56922e-05,84.9503,21.6392,8.99962,-3463.58,12850.5,18822.7
4.59,0.0396954,0.019071,0.0603803,0.0667404,0.0508243,0.0481155,0.0509421,0.0541464,0.0507028,0.0500784,0.0608966,0.0530185,0.0664069,0.0758615,-3.12543,0.0740247,0,0,0,0,0,0,0,0,0,0.0221252,0.0141907,0.015564,0.0201416,0.0138855,0.0210571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1356.53,-17096.8,-912.004,122.333,-51.6028,-381.432,-2.27427e-05,3.74326e-05,-3.39303e-05,-84.9697,11.0424,-15.7908,1216.12,-8898.06,6175.68,-1720.59,10154.9,530.721,23.2657,9.37292,-68.2418,1.63448e-05,-9.12306e-05,1.57022e-05,84.957,21.7108,8.95784,-3442.43,13168.2,18970.6
4.591,0.0689923,0.0300574,0.0387128,-0.0324417,0.0563174,0.0630691,0.0350729,0.0486533,0.0589426,0.0445853,0.0697467,0.0594272,0.0471808,0.0740305,-3.10224,0.052052,0,0,0,0,0,0,0,0,0,0.0219727,0.0117493,0.0123596,0.0195312,0.0151062,0.0231934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1367.93,-17278,-873.681,122.133,-51.5713,-382.482,-2.20948e-05,3.7444e-05,-3.39758e-05,-84.9045,10.6856,-16.0546,1233.17,-8929.1,6394.58,-1686.76,10175.1,513.849,23.1743,9.64317,-68.4777,1.62436e-05,-9.1236e-05,1.57123e-05,84.9636,21.7823,8.91606,-3421.28,13485.9,19118.5
4.592,0.0610577,0.0373816,0.0509198,-0.0861527,0.0425845,0.0713089,0.0649802,0.0477377,0.04582,0.0564871,0.0694415,0.0621738,0.0538947,0.0718942,-3.08911,0.059071,0,0,0,0,0,0,0,0,0,0.0210571,0.0138855,0.0106812,0.0189209,0.0149536,0.0209045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1376.34,-17528.4,-889.64,121.84,-51.377,-383.297,-2.14468e-05,3.74553e-05,-3.40213e-05,-84.8397,10.3285,-16.3224,1528.06,-9210.39,6508.61,-1662.04,10175.7,482.278,23.2669,9.97306,-68.5777,1.62526e-05,-9.11658e-05,1.57842e-05,84.9712,21.8552,8.87571,-3360.31,13502.4,18847.9
4.593,-0.025307,0.00259155,0.040849,-0.0385452,0.0483829,0.0584915,0.0521628,0.0440756,0.0497873,0.0473318,0.0532672,0.0502719,0.0395514,0.0624338,-3.0055,0.0538831,0,0,0,0,0,0,0,0,0,0.0228882,0.0141907,0.0119019,0.0190735,0.0158691,0.0218201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1384.37,-17787.4,-912.384,121.535,-51.1623,-384.083,-2.07989e-05,3.74667e-05,-3.40668e-05,-84.7741,9.97135,-16.5906,1857.67,-9522.95,6609.53,-1638.46,10173.8,448.869,23.3824,10.3104,-68.6608,1.62754e-05,-9.10861e-05,1.58639e-05,84.9789,21.9282,8.83554,-3294.36,13481.3,18525
4.594,-0.0689471,0.0108313,0.0393231,-0.00131378,0.0508243,0.0203445,0.0597922,0.0346152,-0.00209259,0.0558768,0.0605914,0.0478305,0.0459601,0.0364938,-2.93378,0.0508313,0,0,0,0,0,0,0,0,0,0.0228882,0.0137329,0.0117493,0.0187683,0.0141907,0.0209045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1392.41,-18046.5,-935.128,121.231,-50.9477,-384.868,-2.01509e-05,3.74781e-05,-3.41122e-05,-84.7078,9.61422,-16.8585,2187.29,-9835.52,6710.45,-1614.88,10172,415.46,23.498,10.6478,-68.7439,1.62982e-05,-9.10064e-05,1.59437e-05,84.9865,22.0011,8.79537,-3228.41,13460.1,18202.1
4.595,-0.0747455,-0.00229126,0.0454266,0.0111984,0.074628,0.0609329,0.0649802,0.0495688,0.0543649,0.0601492,0.075545,0.0493564,0.0471808,0.0599924,-2.87275,0.0541882,0,0,0,0,0,0,0,0,0,0.0268555,0.01297,0.0108337,0.0193787,0.015564,0.0227356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1400.44,-18305.5,-957.872,120.926,-50.733,-385.654,-1.9503e-05,3.74894e-05,-3.41577e-05,-84.6407,9.25708,-17.1262,2516.91,-10148.1,6811.37,-1591.3,10170.1,382.05,23.6135,10.9851,-68.8269,1.6321e-05,-9.09266e-05,1.60234e-05,84.9941,22.0741,8.75519,-3162.45,13439,17879.2
4.596,-0.0774921,0.00747437,0.0576337,0.0340866,0.0480777,0.0792435,0.0417868,0.0416342,0.0470407,0.0564871,0.0462482,0.0273837,0.0453497,0.047175,-2.75342,0.0602917,0,0,0,0,0,0,0,0,0,0.0238037,0.0151062,0.0117493,0.0195312,0.0138855,0.0216675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1428.22,-18561.8,-1011.9,120.531,-50.2494,-386.136,-1.88689e-05,3.73204e-05,-3.41338e-05,-84.5736,8.89802,-17.3914,2656.79,-10514.7,6760.95,-1561.1,10167.8,343.798,23.7534,11.3932,-68.9617,1.63437e-05,-9.08469e-05,1.61031e-05,85.0024,22.1477,8.7155,-3117.16,13301.1,17652
4.597,-0.0958026,0.00777954,0.0423749,0.130522,0.0615054,0.0615433,0.0423972,0.0602499,0.0717599,0.0451956,0.0294635,0.0517978,0.0490118,0.0447336,2.86547,0.0419812,0,0,0,0,0,0,0,0,0,0.0233459,0.0151062,0.0131226,0.0192261,0.0149536,0.0219727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1480.66,-18814.5,-1105.05,120.021,-49.4297,-386.239,-1.82522e-05,3.69258e-05,-3.40231e-05,-84.5066,8.53655,-17.6536,2559.51,-10948.9,6521.36,-1522.62,10164.8,299.492,23.9237,11.8897,-69.161,1.63665e-05,-9.07672e-05,1.61828e-05,85.0116,22.2222,8.67645,-3097.7,13017.2,17544.3
4.598,-0.106484,0.0111365,0.0194867,0.141508,0.0483829,0.0472,0.0396506,0.0642172,0.0607736,0.0378714,0.0520465,0.0569858,0.059693,0.0477853,3.34063,0.052052,0,0,0,0,0,0,0,0,0,0.025177,0.0126648,0.0108337,0.020752,0.0149536,0.0209045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1533.1,-19067.3,-1198.19,119.512,-48.61,-386.342,-1.76354e-05,3.65313e-05,-3.39125e-05,-84.4388,8.17508,-17.9155,2462.22,-11383,6281.77,-1484.14,10161.8,255.186,24.0939,12.3862,-69.3603,1.63893e-05,-9.06875e-05,1.62625e-05,85.0207,22.2966,8.63739,-3078.24,12733.3,17436.7
4.599,-0.102211,0.0129675,0.0158246,0.109465,0.0444156,0.0435379,0.0277487,0.0562827,0.0565012,0.040618,0.0486896,0.0392856,0.0676276,0.0578561,3.33789,0.0532727,0,0,0,0,0,0,0,0,0,0.0210571,0.0131226,0.0108337,0.0215149,0.0141907,0.0212097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1585.55,-19320.1,-1291.33,119.002,-47.7903,-386.445,-1.70187e-05,3.61367e-05,-3.38018e-05,-84.3702,7.81361,-18.1772,2364.94,-11817.2,6042.17,-1445.66,10158.8,210.879,24.2642,12.8827,-69.5597,1.64121e-05,-9.06078e-05,1.63422e-05,85.0299,22.3711,8.59833,-3058.78,12449.4,17329.1
4.6,-0.121743,-0.01755,0.0439008,0.076506,0.0392276,0.0999954,0.0478903,0.0440756,0.0549753,0.0412283,0.061507,0.0459995,0.0676276,0.0694528,3.33972,0.0447278,0,0,0,0,0,0,0,0,0,0.0228882,0.0144958,0.0134277,0.0215149,0.0144958,0.0216675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1637.99,-19572.9,-1384.47,118.493,-46.9705,-386.548,-1.6402e-05,3.57421e-05,-3.36911e-05,-84.3009,7.45214,-18.4387,2267.66,-12251.4,5802.58,-1407.18,10155.8,166.573,24.4345,13.3792,-69.759,1.64348e-05,-9.05281e-05,1.64219e-05,85.0389,22.4455,8.55925,-3039.32,12165.5,17221.4
4.601,-0.161415,0.0364661,0.0710614,0.134184,0.0462466,0.0496414,0.0414816,0.0306479,0.038801,0.040618,0.0630328,0.0450839,0.0450446,0.0438181,3.28357,0.0670056,0,0,0,0,0,0,0,0,0,0.0201416,0.0135803,0.0128174,0.0213623,0.0146484,0.0218201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1577.75,-19828.4,-1410,117.889,-45.6344,-386.577,-1.57881e-05,3.53102e-05,-3.35661e-05,-84.2319,7.09498,-18.7033,2101.04,-12595.5,5830.01,-1400.6,10131.2,125.906,24.5763,13.6639,-69.9428,1.63927e-05,-9.05133e-05,1.64449e-05,85.0495,22.5204,8.51924,-3053.36,11885.1,17113.8
4.602,-0.13456,0.0382971,0.0573285,0.213835,0.0438052,0.0780228,0.0448386,0.0489584,0.0534494,0.0403128,0.0517413,0.0548496,0.0834967,0.0728098,3.22894,0.0514417,0,0,0,0,0,0,0,0,0,0.0256348,0.0132751,0.0109863,0.0215149,0.0146484,0.0222778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1517.51,-20083.9,-1435.54,117.284,-44.2982,-386.605,-1.51743e-05,3.48782e-05,-3.34411e-05,-84.1621,6.73782,-18.9677,1934.42,-12939.6,5857.44,-1394.01,10106.5,85.2393,24.718,13.9487,-70.1265,1.63506e-05,-9.04985e-05,1.64678e-05,85.06,22.5952,8.47921,-3067.4,11604.7,17006.2
4.603,-0.0448383,0.0361609,0.0396283,0.195525,0.0428897,0.0551346,0.0463644,0.0483481,0.0674875,0.0470267,0.0486896,0.0286044,0.0514532,0.0477853,3.13891,0.0563245,0,0,0,0,0,0,0,0,0,0.0234985,0.0151062,0.0111389,0.0198364,0.0149536,0.0209045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1457.27,-20339.4,-1461.07,116.68,-42.9621,-386.634,-1.45604e-05,3.44462e-05,-3.3316e-05,-84.0916,6.38066,-19.2318,1767.8,-13283.8,5884.87,-1387.42,10081.9,44.5725,24.8598,14.2334,-70.3103,1.63084e-05,-9.04837e-05,1.64907e-05,85.0704,22.6701,8.43918,-3081.43,11324.3,16898.5
4.604,-0.145851,0.0236487,0.0374921,0.0847458,0.0407535,0.0606277,0.0329367,0.0565878,0.0488718,0.0439749,0.0306842,0.0481357,0.0468756,0.0526682,3.01226,0.0526624,0,0,0,0,0,0,0,0,0,0.0250244,0.0137329,0.0112915,0.0192261,0.014801,0.0227356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1397.03,-20594.9,-1486.61,116.076,-41.6259,-386.663,-1.39466e-05,3.40143e-05,-3.3191e-05,-84.0203,6.02351,-19.4957,1601.18,-13627.9,5912.3,-1380.83,10057.2,3.90569,25.0015,14.5182,-70.494,1.62663e-05,-9.04689e-05,1.65136e-05,85.0809,22.7449,8.39914,-3095.47,11043.9,16790.9
4.605,0.0381696,0.0309729,0.0292523,0.012114,0.0279361,0.0578812,0.0463644,0.0462119,0.058027,0.0574026,0.0612018,0.0459995,0.03711,0.0404611,2.91919,0.0538831,0,0,0,0,0,0,0,0,0,0.0227356,0.0138855,0.0114441,0.0187683,0.0151062,0.0213623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1337.21,-20831.4,-1569.39,115.223,-39.7715,-386.331,-1.33327e-05,3.35823e-05,-3.30659e-05,-83.9493,5.67314,-19.763,1494.36,-13890.6,6067.63,-1396.29,10046.5,-44.0008,25.1427,14.8548,-70.6728,1.6159e-05,-9.05192e-05,1.64795e-05,85.092,22.8213,8.35915,-3220.37,11187.5,16576.8
4.606,0.295738,0.0343298,0.0741132,0.0734543,0.062421,0.0493362,0.0436179,0.0456015,0.0595529,0.0418387,0.0367877,0.0530185,0.0450446,0.0444284,2.70831,0.0474744,0,0,0,0,0,0,0,0,0,0.0239563,0.0149536,0.0108337,0.0184631,0.0141907,0.0224304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1277.72,-21052.6,-1697.98,114.171,-37.5024,-385.709,-1.27189e-05,3.31503e-05,-3.29409e-05,-83.8785,5.32821,-20.0328,1435.37,-14088.3,6325.28,-1429.37,10046.9,-97.6991,25.2833,15.2329,-70.8475,1.59996e-05,-9.06217e-05,1.63998e-05,85.1037,22.8988,8.31919,-3433.95,11670.4,16277.5
4.607,0.292686,0.0306677,0.0673993,0.0896286,0.0499088,0.0493362,0.0652853,0.0562827,0.0626047,0.0564871,0.0499103,0.0496616,0.0630499,0.0511423,-3.13489,0.0627332,0,0,0,0,0,0,0,0,0,0.0222778,0.0132751,0.0106812,0.0186157,0.0140381,0.0209045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1218.23,-21273.8,-1826.57,113.12,-35.2332,-385.088,-1.2105e-05,3.27184e-05,-3.28158e-05,-83.8069,4.98328,-20.3025,1376.39,-14286,6582.93,-1462.45,10047.4,-151.397,25.4238,15.611,-71.0223,1.58401e-05,-9.07242e-05,1.63201e-05,85.1153,22.9762,8.27923,-3647.53,12153.3,15978.3
4.608,0.28231,0.0508093,0.0701459,0.0960373,0.0486881,0.0493362,0.038735,0.0538412,0.0540598,0.0772391,0.0599811,0.0600375,0.0557257,0.00597626,-3.12513,0.0432019,0,0,0,0,0,0,0,0,0,0.0222778,0.0138855,0.0106812,0.0186157,0.0149536,0.0216675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1158.74,-21495,-1955.16,112.068,-32.9641,-384.467,-1.14912e-05,3.22864e-05,-3.26908e-05,-83.7346,4.63834,-20.5719,1317.4,-14483.7,6840.58,-1495.54,10047.8,-205.096,25.5644,15.9891,-71.1971,1.56807e-05,-9.08267e-05,1.62404e-05,85.1269,23.0537,8.23926,-3861.11,12636.2,15679
4.609,0.217308,0.0477576,0.0673993,0.0954269,0.059064,0.0847366,0.0509421,0.0648276,0.0641306,0.0436697,0.0486896,0.0456943,0.0337531,0.0612131,-3.11933,0.0630383,0,0,0,0,0,0,0,0,0,0.0242615,0.0138855,0.0131226,0.0190735,0.0144958,0.0202942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1105.85,-21714.1,-2069.48,111.014,-30.659,-383.763,-1.08857e-05,3.18209e-05,-3.25622e-05,-83.6617,4.29417,-20.8406,1276.93,-14682.2,7039.83,-1524.28,10049.7,-259.895,25.6953,16.3684,-71.3751,1.55213e-05,-9.09292e-05,1.61606e-05,85.1386,23.1315,8.19939,-4024.1,13040.8,15407.7
4.61,0.191978,0.0321936,0.0689252,0.0322556,0.0123721,0.0520828,0.0607077,0.051705,0.0635202,0.065032,0.0505206,0.0624789,0.052674,0.0654855,-3.12055,0.0370984,0,0,0,0,0,0,0,0,0,0.0221252,0.0140381,0.0123596,0.018158,0.0140381,0.0202942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1105.77,-21916.5,-2069.61,109.945,-28.0658,-382.402,-1.03472e-05,3.10877e-05,-3.24048e-05,-83.5892,3.95618,-21.1045,1384.58,-14887.1,6771.87,-1518.32,10062.8,-323.506,25.7481,16.757,-71.5797,1.53619e-05,-9.10317e-05,1.60809e-05,85.1515,23.2112,8.16034,-3782.34,12819.9,15360.2
4.611,0.124839,0.0511145,0.0402386,-0.0278641,0.0666934,0.0560501,0.0375143,0.0327841,0.0342233,0.0464163,0.0370929,0.052103,0.0416876,0.0563303,-3.11811,0.0447278,0,0,0,0,0,0,0,0,0,0.0247192,0.014801,0.0119019,0.0195312,0.0141907,0.0219727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1105.68,-22118.8,-2069.75,108.876,-25.4726,-381.04,-9.80865e-06,3.03544e-05,-3.22475e-05,-83.5159,3.61818,-21.3682,1492.23,-15092,6503.91,-1512.35,10075.9,-387.116,25.8009,17.1456,-71.7843,1.52024e-05,-9.11342e-05,1.60012e-05,85.1643,23.2909,8.12128,-3540.59,12598.9,15312.6
4.612,0.110191,0.0392126,0.0179608,-0.0504471,0.0737125,0.0444534,0.0591818,0.0654379,0.0531442,0.0696097,0.00993225,0.0588168,0.0548102,0.0459543,-3.05463,0.0633435,0,0,0,0,0,0,0,0,0,0.0219727,0.0126648,0.010376,0.0202942,0.0144958,0.0216675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1105.6,-22321.2,-2069.89,107.807,-22.8794,-379.679,-9.27013e-06,2.96211e-05,-3.20902e-05,-83.4419,3.28019,-21.6317,1599.88,-15296.9,6235.95,-1506.38,10089,-450.726,25.8536,17.5342,-71.9889,1.5043e-05,-9.12366e-05,1.59215e-05,85.177,23.3706,8.08221,-3298.84,12378,15265.1
4.613,0.106529,0.0343298,-0.00126526,-0.0333572,0.0419742,0.0618485,0.0481955,0.0385825,0.0482614,0.0845633,0.0483844,0.059122,0.014527,0.0517526,-3.00031,0.0523572,0,0,0,0,0,0,0,0,0,0.0228882,0.0128174,0.0117493,0.0184631,0.0144958,0.0212097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1105.52,-22523.5,-2070.02,106.738,-20.2861,-378.317,-8.73161e-06,2.88878e-05,-3.19329e-05,-83.3673,2.94219,-21.8949,1707.52,-15501.9,5968,-1500.41,10102.1,-514.337,25.9064,17.9228,-72.1935,1.48836e-05,-9.13391e-05,1.58418e-05,85.1898,23.4504,8.04314,-3057.08,12157,15217.5
4.614,0.0766217,0.0532507,0.0402386,-0.0245071,0.0422794,0.0685623,0.0674216,0.0617758,0.0821359,0.065032,0.0651691,0.0447787,0.0484015,0.0535837,-2.9408,0.0563245,0,0,0,0,0,0,0,0,0,0.0238037,0.0134277,0.0137329,0.0201416,0.0143433,0.019989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1254.82,-22769.7,-2080.26,105.369,-17.5857,-376.805,-8.19592e-06,2.81432e-05,-3.17743e-05,-83.2937,2.61456,-22.1595,1602.27,-15882.7,5874.16,-1469.72,10100.9,-558.295,25.9913,18.2545,-72.3999,1.47867e-05,-9.14237e-05,1.58068e-05,85.2031,23.5309,8.00483,-2762.35,12271.5,15133.1
4.615,0.0717389,0.0453162,0.0554974,-0.00253448,0.0410587,0.0472,0.0488058,0.0449912,0.0745065,0.0491629,0.0639484,0.0951328,0.0456549,0.0703683,-2.84253,0.0422864,0,0,0,0,0,0,0,0,0,0.0256348,0.01297,0.0137329,0.0192261,0.0154114,0.0213623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1478.82,-23037.7,-2095.54,103.85,-14.8315,-375.218,-7.66165e-06,2.7393e-05,-3.16152e-05,-83.2205,2.29209,-22.4246,1390.57,-16351.5,5867.37,-1426.65,10092.5,-592.427,26.0921,18.5578,-72.6072,1.47212e-05,-9.14994e-05,1.57941e-05,85.2168,23.6118,7.96689,-2441.14,12553.7,15030.1
4.616,0.0195538,0.0492834,0.0600751,-0.0269485,0.0575381,0.0609329,0.0521628,0.03431,0.0629098,0.0512991,0.0383136,0.0612582,0.0541998,0.052363,-2.77173,0.0435071,0,0,0,0,0,0,0,0,0,0.0242615,0.0134277,0.0137329,0.0195312,0.0144958,0.0222778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1702.82,-23305.7,-2110.83,102.33,-12.0774,-373.632,-7.12737e-06,2.66427e-05,-3.1456e-05,-83.1465,1.96963,-22.6894,1178.87,-16820.2,5860.59,-1383.59,10084.2,-626.559,26.193,18.8612,-72.8146,1.46556e-05,-9.15751e-05,1.57814e-05,85.2304,23.6927,7.92894,-2119.92,12835.9,14927.2
4.617,-0.17881,0.046842,0.0533612,-0.0309158,0.0474673,0.0212601,0.0454489,0.0407187,0.0638254,0.0564871,0.0517413,0.0691928,0.0477911,0.0609079,2.87799,0.0541882,0,0,0,0,0,0,0,0,0,0.0236511,0.0146484,0.0143433,0.0187683,0.014801,0.0213623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1926.82,-23573.8,-2126.11,100.811,-9.32324,-372.044,-6.59309e-06,2.58924e-05,-3.12969e-05,-83.0719,1.64716,-22.9541,967.165,-17289,5853.8,-1340.52,10075.8,-660.691,26.2938,19.1645,-73.0219,1.45901e-05,-9.16507e-05,1.57688e-05,85.244,23.7736,7.89099,-1798.71,13118.1,14824.3
4.618,-0.239235,0.046842,0.0710614,-0.043428,0.0560123,0.0771072,0.0478903,0.0654379,0.0525339,0.0503836,0.0508258,0.0554599,0.0569464,0.0657907,3.35925,0.0343518,0,0,0,0,0,0,0,0,0,0.0256348,0.0141907,0.014801,0.0192261,0.0158691,0.0219727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2190.95,-23844.4,-2130.64,99.2988,-6.57359,-370.39,-6.05882e-06,2.51422e-05,-3.11377e-05,-82.9972,1.32877,-23.2193,834.132,-17679.8,5795.28,-1301.56,10065.7,-692.565,26.414,19.4634,-73.2331,1.45568e-05,-9.17172e-05,1.57792e-05,85.2578,23.8549,7.85321,-1594.24,13292.6,14775.7
4.619,-0.209938,0.0517249,0.0640424,-0.0315262,0.0380069,0.0737503,0.0442282,0.0651328,0.0629098,0.0564871,0.0663898,0.0490512,0.0557257,0.0520578,3.34552,0.0425916,0,0,0,0,0,0,0,0,0,0.0222778,0.0134277,0.0126648,0.0201416,0.0140381,0.020752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2595.52,-24123.9,-2097.5,97.8125,-3.83962,-368.5,-5.52454e-06,2.43919e-05,-3.09786e-05,-82.9238,1.02463,-23.4869,976.441,-17797.9,5555.67,-1276.98,10049.1,-716.536,26.6016,19.747,-73.4576,1.46365e-05,-9.17514e-05,1.58703e-05,85.2724,23.9374,7.81605,-1798.4,13090.1,14917
4.62,-0.120217,0.0474524,0.0658734,-0.00375519,0.0587589,0.0691727,0.049111,0.0452963,0.0494821,0.0326834,0.0654742,0.0389804,0.0569464,0.0670114,3.33941,0.0508313,0,0,0,0,0,0,0,0,0,0.0219727,0.0143433,0.0106812,0.0196838,0.0144958,0.0221252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3000.08,-24403.4,-2064.37,96.3263,-1.10565,-366.609,-4.99026e-06,2.36416e-05,-3.08194e-05,-82.8498,0.720488,-23.7542,1118.75,-17915.9,5316.06,-1252.39,10032.6,-740.508,26.7893,20.0305,-73.682,1.47162e-05,-9.17855e-05,1.59614e-05,85.2869,24.02,7.77889,-2002.56,12887.6,15058.3
